    203.000000     2.142651    -0.294428
    204.000000     2.154036     0.346443
    205.000000     2.253965     0.080600
    206.000000     2.254209     1.835962
    207.000000     2.265481    -2.848539
    208.000000     2.271335    -1.363052
    209.000000     2.285684    -1.008479
    210.000000     2.287383    -1.558383
    211.000000     2.314476     1.869795
    212.000000     2.321667     2.078354
    213.000000     2.325053    -2.244419
    214.000000     2.326877    -1.998390
    215.000000     2.345595     0.473160
    216.000000     2.348978    -3.050676
    217.000000     2.364284    -2.242501
    218.000000     2.399688    -0.286808
    219.000000     2.413705    -3.021269
    220.000000     2.419400    -2.080769
    221.000000     2.423003    -1.140974
    222.000000     2.448001     1.417112
    223.000000     2.451919     0.888996
    224.000000     2.454341     1.910701
    225.000000     2.469604     2.992997
    226.000000     2.480092     2.747178
    227.000000     2.489442     0.737524
    228.000000     2.495226     3.038733
    229.000000     2.517542    -0.497360
    230.000000     2.519959    -3.076383
    231.000000     2.520330     0.891711
    232.000000     2.536282     0.022289
    233.000000     2.543326     2.272887
    234.000000     2.556840    -0.392115
    235.000000     2.569715     2.879515
    236.000000     2.578611     1.802725
    237.000000     2.614817    -1.325277
    238.000000     2.625960    -0.296548
    239.000000     2.639090    -1.236727
    240.000000     2.643008     1.159002
    241.000000     2.655652     2.182490
    242.000000     2.684362    -2.656351
    243.000000     2.694632     0.749504
    244.000000     2.715400     1.037903
    245.000000     2.731124    -2.793525
    246.000000     2.784766     1.344712
    247.000000     2.811335     2.159416
    248.000000     2.833367    -0.820579
    249.000000     2.871128    -1.669094
    250.000000     2.948617    -2.318207
    251.000000     2.964217    -0.637852
    252.000000     3.055208     1.938695
    253.000000     3.055778    -1.937267
    254.000000     3.069383    -0.814262
